# Catálogo de referencia de productos argentinos de GondolIA: autocompleta la carga de mercadería por código de
# barras sin depender de internet (ver docs/datos-demo.md). Lo genera y verifica backend/scripts/catalogo_argentina.py.
#
# Fuente: Open Food Facts (https://world.openfoodfacts.org), y Open Products Facts / Open Beauty Facts para limpieza y
# perfumería (columna "fuente"). Los datos se publican bajo la Open Database License (ODbL) 1.0
# (https://opendatacommons.org/licenses/odbl/1-0/) y su contenido bajo la Database Contents License (DbCL) 1.0.
# © colaboradores de Open Food Facts. Nombres, marcas y contenidos revisados y normalizados para GondolIA; los
# códigos de barras son los de la base pública, sin cambios.
#
# Formato: separado por ";", una fila por producto y sin comillas (ningún campo lleva ";" ni comillas). codigo =
# EAN-13/EAN-8 con dígito verificador válido.
codigo;nombre;marca;contenido;categoria;fuente
7790199000020;Harina 0000 Morixe 1 kg;Morixe;1 kg;Almacén;OFF
7792180004871;Harina 0000 Pureza 1 kg;Pureza;1 kg;Almacén;OFF
7790070507228;Harina leudante Blancaflor 1 kg;Blancaflor;1 kg;Almacén;OFF
7790199000051;Harina leudante Morixe 1 kg;Morixe;1 kg;Almacén;OFF
7790070507341;Jugo de limón Minerva 500 ml;Minerva;500 ml;Almacén;OFF
7798138554016;Jugo de limón Molto 1 L;Molto;1 L;Almacén;OFF
7791620187242;Ketchup Dánica 220 g;Dánica;220 g;Almacén;OFF
7794000006188;Ketchup Hellmann's 250 g;Hellmann's;250 g;Almacén;OFF
7794000006164;Ketchup Hellmann's 500 g;Hellmann's;500 g;Almacén;OFF
7790070317476;Lasagna Matarazzo 500 g;Matarazzo;500 g;Almacén;OFF
7791118000503;Malta El Pocillo 170 g;El Pocillo;170 g;Almacén;OFF
7790387000849;Mate cocido Taragüí x 25 saquitos;Taragüí;25 saquitos;Almacén;OFF
7790387010589;Mate cocido Unión x 25 saquitos;Unión;25 saquitos;Almacén;OFF
7794000959903;Mayonesa Fanacoa 475 g;Fanacoa;475 g;Almacén;OFF
7794000960091;Mayonesa Hellmann's clásica 475 g;Hellmann's;475 g;Almacén;OFF
7794000960077;Mayonesa Hellmann's clásica 950 g;Hellmann's;950 g;Almacén;OFF
7794000960206;Mayonesa Hellmann's con aceite de oliva 475 g;Hellmann's;475 g;Almacén;OFF
7794000960169;Mayonesa Hellmann's light 332 g;Hellmann's;332 g;Almacén;OFF
7791866001364;Mayonesa Natura 475 g;Natura;475 g;Almacén;OFF
7791866001357;Mayonesa Natura 950 g;Natura;950 g;Almacén;OFF
7790580509309;Mermelada de ciruela Arcor 454 g;Arcor;454 g;Almacén;OFF
7792260000052;Mermelada de ciruela Orieta 500 g;Orieta;500 g;Almacén;OFF
7790580509408;Mermelada de damasco Arcor 454 g;Arcor;454 g;Almacén;OFF
7790580511302;Mermelada de durazno light Arcor 390 g;Arcor;390 g;Almacén;OFF
7795184119756;Mermelada de durazno Noel 454 g;Noel;454 g;Almacén;OFF
7790580509606;Mermelada de frutilla Arcor 454 g;Arcor;454 g;Almacén;OFF
7793360811401;Mermelada light de durazno BC 390 g;BC;390 g;Almacén;OFF
7793360835803;Mermelada light de frambuesa BC 390 g;BC;390 g;Almacén;OFF
7793360812101;Mermelada light de frutilla BC 390 g;BC;390 g;Almacén;OFF
7793046007791;Mermelada light de frutilla Dulcor 390 g;Dulcor;390 g;Almacén;OFF
7791620187280;Mostaza Dánica 220 g;Dánica;220 g;Almacén;OFF
7790130001635;Mostaza Menoyo 250 g;Menoyo;250 g;Almacén;OFF
7791866004211;Mostaza Natura 250 g;Natura;250 g;Almacén;OFF
7794000006478;Mostaza Savora 250 g;Savora;250 g;Almacén;OFF
7794000006485;Mostaza Savora 500 g;Savora;500 g;Almacén;OFF
7794000006492;Mostaza Savora original 200 g;Savora;200 g;Almacén;OFF
7790199603207;Polenta instantánea Morixe 500 g;Morixe;500 g;Almacén;OFF
7790580660000;Polenta instantánea Presto Pronta 500 g;Presto Pronta;500 g;Almacén;OFF
7790971001962;Postre Ravana vainilla 120 g;Ravana;120 g;Almacén;OFF
7794000006379;Puré de papas instantáneo Knorr 125 g;Knorr;125 g;Almacén;OFF
7794000004153;Puré de papas instantáneo Knorr 200 g;Knorr;200 g;Almacén;OFF
7790199603177;Puré de papas instantáneo Morixe 125 g;Morixe;125 g;Almacén;OFF
7790070414694;Risotto Gallo a la española 240 g;Gallo;240 g;Almacén;OFF
7790070228666;Rocío vegetal Fritolim Cocinero 120 g;Cocinero;120 g;Almacén;OFF
7790272000831;Rocío vegetal Natura 120 g;Natura;120 g;Almacén;OFF
77956262;Sal fina Celusal 250 g;Celusal;250 g;Almacén;OFF
7790072002080;Sal fina Celusal 500 g;Celusal;500 g;Almacén;OFF
7792900634227;Sal fina Dos Anclas 250 g;Dos Anclas;250 g;Almacén;OFF
7792900000206;Sal fina Dos Anclas 500 g;Dos Anclas;500 g;Almacén;OFF
7791004000082;Sal gruesa Celusal 1 kg;Celusal;1 kg;Almacén;OFF
7794000003583;Salsa barbacoa Hellmann's 250 g;Hellmann's;250 g;Almacén;OFF
7790150250136;Té con canela La Virginia x 20 saquitos;La Virginia;20 saquitos;Almacén;OFF
7790150350133;Té de cedrón La Virginia x 25 saquitos;La Virginia;25 saquitos;Almacén;OFF
7790150330135;Té de manzanilla La Virginia x 25 saquitos;La Virginia;25 saquitos;Almacén;OFF
7790387711820;Té de manzanilla Taragüí x 25 saquitos;Taragüí;25 saquitos;Almacén;OFF
7790150396162;Té frutilla La Virginia x 20 saquitos;La Virginia;20 saquitos;Almacén;OFF
7790150211625;Té negro La Virginia x 25 saquitos;La Virginia;25 saquitos;Almacén;OFF
7790150355244;Té verde citrus La Virginia x 20 saquitos;La Virginia;20 saquitos;Almacén;OFF
7790150355077;Té verde La Virginia x 20 saquitos;La Virginia;20 saquitos;Almacén;OFF
7792900093246;Vinagre de alcohol Dos Anclas 1 L;Dos Anclas;1 L;Almacén;OFF
7790130000034;Vinagre de alcohol Menoyo 500 ml;Menoyo;500 ml;Almacén;OFF
7790130000065;Vinagre de vino Menoyo 500 ml;Menoyo;500 ml;Almacén;OFF
7792710000175;Yerba mate Amanda con palo 1 kg;Amanda;1 kg;Almacén;OFF
7792710000090;Yerba mate Amanda especial 500 g;Amanda;500 g;Almacén;OFF
7792710000182;Yerba mate Amanda tradicional 500 g;Amanda;500 g;Almacén;OFF
7790710334702;Yerba mate CBSé frutos del bosque 500 g;CBSé;500 g;Almacén;OFF
7790710000256;Yerba mate CBSé frutos del valle 500 g;CBSé;500 g;Almacén;OFF
7790710000331;Yerba mate CBSé guaraná 500 g;CBSé;500 g;Almacén;OFF
7790710334535;Yerba mate CBSé hierbas serranas 500 g;CBSé;500 g;Almacén;OFF
7790710000164;Yerba mate CBSé pomelo 500 g;CBSé;500 g;Almacén;OFF
7790710000133;Yerba mate CBSé Silueta naranja 500 g;CBSé;500 g;Almacén;OFF
7790070507105;Yerba mate Cruz de Malta con palo 1 kg;Cruz de Malta;1 kg;Almacén;OFF
7790387015522;Yerba mate La Merced barbacuá 500 g;La Merced;500 g;Almacén;OFF
7797470000090;Yerba mate Marolio 500 g;Marolio;500 g;Almacén;OFF
7790070507129;Yerba mate Nobleza Gaucha molienda equilibrada 1 kg;Nobleza Gaucha;1 kg;Almacén;OFF
7790512000072;Yerba mate Núñez 500 g;Núñez;500 g;Almacén;OFF
7793750000057;Yerba mate Piporé 250 g;Piporé;250 g;Almacén;OFF
7793704000225;Yerba mate Playadito 1 kg;Playadito;1 kg;Almacén;OFF
7793704000911;Yerba mate Playadito 500 g;Playadito;500 g;Almacén;OFF
7790411000050;Yerba mate Rosamonte 500 g;Rosamonte;500 g;Almacén;OFF
7790387110159;Yerba mate Taragüí 1 kg;Taragüí;1 kg;Almacén;OFF
7790387100310;Yerba mate Taragüí 250 g;Taragüí;250 g;Almacén;OFF
7790387110234;Yerba mate Taragüí 500 g;Taragüí;500 g;Almacén;OFF
7790387014419;Yerba mate Unión hierbas serranas 500 g;Unión;500 g;Almacén;OFF
7790387014624;Yerba mate Unión original 500 g;Unión;500 g;Almacén;OFF
7791675908458;Aceitunas verdes Castell 290 g;Castell;290 g;Conservas;OFF
7792070004523;Aceitunas verdes en salmuera Nucete 200 g;Nucete;200 g;Conservas;OFF
7790199603092;Aceitunas verdes rellenas Morixe 300 g;Morixe;300 g;Conservas;OFF
7791273000707;Ananá en almíbar Golden Smile 565 g;Golden Smile;565 g;Conservas;OFF
7798138552838;Arvejas Molto 340 g;Molto;340 g;Conservas;OFF
7793360982309;Arvejas secas remojadas La Campagnola 300 g;La Campagnola;300 g;Conservas;OFF
7793360005084;Atún al natural La Campagnola 120 g;La Campagnola;120 g;Conservas;OFF
7793360005060;Atún en aceite La Campagnola 170 g;La Campagnola;170 g;Conservas;OFF
7790580980009;Choclo amarillo en granos Arcor 300 g;Arcor;300 g;Conservas;OFF
7793360984907;Choclo cremoso La Campagnola 300 g;La Campagnola;300 g;Conservas;OFF
7797470000854;Duraznos amarillos en almíbar Marolio 480 g;Marolio;480 g;Conservas;OFF
7798138552951;Garbanzos Molto 340 g;Molto;340 g;Conservas;OFF
7797470007921;Lentejas Marolio 340 g;Marolio;340 g;Conservas;OFF
7790360720382;Paté de foie Swift 90 g;Swift;90 g;Conservas;OFF
7790360720115;Picadillo de carne Swift 90 g;Swift;90 g;Conservas;OFF
7790580221904;Puré de tomate Arcor 520 g;Arcor;520 g;Conservas;OFF
7790036567440;Puré de tomate Baggio 530 g;Baggio;530 g;Conservas;OFF
7793360000485;Puré de tomate La Campagnola 520 g;La Campagnola;520 g;Conservas;OFF
7797470000588;Puré de tomate Marolio 520 g;Marolio;520 g;Conservas;OFF
7791579001132;Puré de tomate Molto 520 g;Molto;520 g;Conservas;OFF
7795184001907;Puré de tomate Noel 520 g;Noel;520 g;Conservas;OFF
7793360927508;Salsa lista pomarola La Campagnola 340 g;La Campagnola;340 g;Conservas;OFF
7790580969400;Salsa lista tuco Arcor 340 g;Arcor;340 g;Conservas;OFF
7790580567903;Tomates perita pelados Arcor 400 g;Arcor;400 g;Conservas;OFF
7797470124574;Tomates perita pelados Marolio 400 g;Marolio;400 g;Conservas;OFF
7798049540559;Lentejas Doroteo 400 g;Doroteo;400 g;Legumbres;OFF
7790790124293;Lentejas Inca 350 g;Inca;350 g;Legumbres;OFF
7798048720396;Lentejas Olinto 400 g;Olinto;400 g;Legumbres;OFF
7790206509027;Barra de cereal Cereal Fort chocolate 19 g;Felfort;19 g;Galletitas y snacks;OFF
77915818;Barra de cereal Cereal Mix light manzana y avena 23 g;Cereal Mix;23 g;Galletitas y snacks;OFF
77916501;Barra de cereal Cereal Mix original 23 g;Cereal Mix;23 g;Galletitas y snacks;OFF
77965370;Barra de cereal Cereal Mix yogur y frutilla 26 g;Cereal Mix;26 g;Galletitas y snacks;OFF
7790380020028;Barra de cereal Flow frutos del bosque 23 g;Georgalos;23 g;Galletitas y snacks;OFF
7792200000128;Bizcochos 9 de Oro agridulces 200 g;9 de Oro;200 g;Galletitas y snacks;OFF
7792200001125;Bizcochos 9 de Oro agridulces 420 g;9 de Oro;420 g;Galletitas y snacks;OFF
7795735000335;Bizcochos Don Satur dulces 200 g;Don Satur;200 g;Galletitas y snacks;OFF
7795735000328;Bizcochos Don Satur salados 200 g;Don Satur;200 g;Galletitas y snacks;OFF
7798179490212;Galletas marineras NS 400 g;NS;400 g;Galletitas y snacks;OFF
7792180137135;Galletitas Brigitte 9 de Oro 120 g;9 de Oro;120 g;Galletitas y snacks;OFF
7790040424845;Galletitas Chocolinas 150 g;Bagley;150 g;Galletitas y snacks;OFF
7790040139404;Galletitas Chocolinas 262 g;Bagley;262 g;Galletitas y snacks;OFF
7790040929807;Galletitas Coquitas 170 g;Bagley;170 g;Galletitas y snacks;OFF
7798082744518;Galletitas crackers de agua Tía Maruca 318 g;Tía Maruca;318 g;Galletitas y snacks;OFF
7790045000174;Galletitas crackers Granix con salvado 270 g;Granix;270 g;Galletitas y snacks;OFF
7790040377707;Galletitas Criollitas 100 g;Bagley;100 g;Galletitas y snacks;OFF
7790040377806;Galletitas Criollitas x 3 (300 g);Bagley;300 g;Galletitas y snacks;OFF
7790040872103;Galletitas de agua Traviata 101 g;Bagley;101 g;Galletitas y snacks;OFF
7790040872202;Galletitas de agua Traviata x 3 (303 g);Bagley;303 g;Galletitas y snacks;OFF
7791875000334;Galletitas de limón Havanna 300 g;Havanna;300 g;Galletitas y snacks;OFF
7790045001188;Galletitas Frutigran avena y pasas 250 g;Granix;250 g;Galletitas y snacks;OFF
7790045825395;Galletitas Frutigran avena, chía y lino 240 g;Granix;240 g;Galletitas y snacks;OFF
7790045001195;Galletitas Frutigran salvado 250 g;Granix;250 g;Galletitas y snacks;OFF
7790045823889;Galletitas Granix lino 185 g;Granix;185 g;Galletitas y snacks;OFF
7790045826200;Galletitas Granix salvado 240 g;Granix;240 g;Galletitas y snacks;OFF
7790045001089;Galletitas Granix sin sal agregada 185 g;Granix;185 g;Galletitas y snacks;OFF
7790040136069;Galletitas Hogareñas 7 semillas 189 g;Arcor;189 g;Galletitas y snacks;OFF
7790040136090;Galletitas Hogareñas mix de cereales 185 g;Arcor;185 g;Galletitas y snacks;OFF
7790040132962;Galletitas Hogareñas salvado 200 g;Arcor;200 g;Galletitas y snacks;OFF
7790040882102;Galletitas Hogareñas sésamo 167 g;Arcor;167 g;Galletitas y snacks;OFF
7798128000691;Galletitas integrales Cachafaz avena y chips de chocolate 225 g;Cachafaz;225 g;Galletitas y snacks;OFF
7798128000707;Galletitas integrales Cachafaz granola 225 g;Cachafaz;225 g;Galletitas y snacks;OFF
7790040003606;Galletitas Kesitas 75 g;Bagley;75 g;Galletitas y snacks;OFF
7790040133495;Galletitas Macucas 110 g;Arcor;110 g;Galletitas y snacks;OFF
7790040720107;Galletitas Maná livianas vainilla 145 g;Arcor;145 g;Galletitas y snacks;OFF
7790040720800;Galletitas Maná livianas vainilla 393 g;Arcor;393 g;Galletitas y snacks;OFF
7790040133242;Galletitas Maná rellenas chocolate 152 g;Arcor;152 g;Galletitas y snacks;OFF
7790040133266;Galletitas Maná rellenas frutilla 152 g;Arcor;152 g;Galletitas y snacks;OFF
7790040133259;Galletitas Maná rellenas limón 152 g;Arcor;152 g;Galletitas y snacks;OFF
7790040133235;Galletitas Maná rellenas vainilla 152 g;Arcor;152 g;Galletitas y snacks;OFF
7790040133693;Galletitas Mediatarde clásicas x 3 (315 g);Lía;315 g;Galletitas y snacks;OFF
7790040932708;Galletitas Merengadas 93 g;Bagley;93 g;Galletitas y snacks;OFF
7790263119634;Galletitas Okebon avena y cacao 240 g;Okebon;240 g;Galletitas y snacks;OFF
7790040719804;Galletitas Rex original 125 g;Bagley;125 g;Galletitas y snacks;OFF
7790040100336;Galletitas Rex original 75 g;Bagley;75 g;Galletitas y snacks;OFF
7790040139268;Galletitas Rumba 108 g;Bagley;108 g;Galletitas y snacks;OFF
7790580717407;Galletitas Saladix sabor parmesano 100 g;Saladix;100 g;Galletitas y snacks;OFF
7790580387006;Galletitas Saladix sabor pizza 30 g;Saladix;30 g;Galletitas y snacks;OFF
7790040704800;Galletitas Serranas sándwich 112 g;Arcor;112 g;Galletitas y snacks;OFF
7790040725003;Galletitas Serranitas 105 g;Arcor;105 g;Galletitas y snacks;OFF
7790040725102;Galletitas Serranitas 315 g;Arcor;315 g;Galletitas y snacks;OFF
7790040931206;Galletitas Sonrisas frambuesa 118 g;Bagley;118 g;Galletitas y snacks;OFF
7790040138896;Galletitas surtidas Bagley 398 g;Bagley;398 g;Galletitas y snacks;OFF
7790040711105;Galletitas surtidas Diversión 400 g;Arcor;400 g;Galletitas y snacks;OFF
7790310982846;Galletitas Toddy clásicas 126 g;Toddy;126 g;Galletitas y snacks;OFF
7790040676800;Galletitas Tortitas Black 125 g;Arcor;125 g;Galletitas y snacks;OFF
7790040677005;Galletitas Tortitas chocolate 125 g;Arcor;125 g;Galletitas y snacks;OFF
7790040117747;Galletitas Vainitas 165 g;Bagley;165 g;Galletitas y snacks;OFF
7794520412216;Maní pelado salado Krachitos 120 g;Krachitos;120 g;Galletitas y snacks;OFF
7798151953124;Maní sabor crema y cebolla Maní King 80 g;Maní King;80 g;Galletitas y snacks;OFF
7790310983911;Maní salado Pehuamar 85 g;Pehuamar;85 g;Galletitas y snacks;OFF
7790040008175;Obleas Opera 220 g;Bagley;220 g;Galletitas y snacks;OFF
7790310984390;Palitos Pehuamar sabor queso 90 g;Pehuamar;90 g;Galletitas y snacks;OFF
7794520868815;Papas fritas Krachitos corte americano 115 g;Krachitos;115 g;Galletitas y snacks;OFF
7794520868242;Papas fritas Krachitos corte tradicional 110 g;Krachitos;110 g;Galletitas y snacks;OFF
7790310984017;Papas fritas Lay's clásicas 249 g;Lay's;249 g;Galletitas y snacks;OFF
7790310985236;Papas fritas Lay's clásicas 40 g;Lay's;40 g;Galletitas y snacks;OFF
7790310986059;Papas fritas Lay's mayonesa ahumada 77 g;Lay's;77 g;Galletitas y snacks;OFF
7790310983966;Papas fritas Lay's sabor asado 85 g;Lay's;85 g;Galletitas y snacks;OFF
7790310982440;Papas fritas Lay's sabor queso crema 86 g;Lay's;86 g;Galletitas y snacks;OFF
7790040125025;Papas fritas Saladix sabor barbacoa 95 g;Saladix;95 g;Galletitas y snacks;OFF
7792180009487;Pepas 9 de Oro con membrillo 200 g;9 de Oro;200 g;Galletitas y snacks;OFF
7795735600924;Pepas Don Satur 300 g;Don Satur;300 g;Galletitas y snacks;OFF
7791787000040;Pepas Trío 500 g;Trío;500 g;Galletitas y snacks;OFF
7790310984499;Snack Cheetos 94 g;Cheetos;94 g;Galletitas y snacks;OFF
7790310982419;Snack Doritos 95 g;Doritos;95 g;Galletitas y snacks;OFF
7790310006795;Snack Doritos sabor queso 250 g;Doritos;250 g;Galletitas y snacks;OFF
7790310984437;Snack Twistos horneados de queso 100 g;Twistos;100 g;Galletitas y snacks;OFF
7790628102646;Vainillas Mauri 320 g;Mauri;320 g;Galletitas y snacks;OFF
7790077000104;Vainillas Pozo 320 g;Pozo;320 g;Galletitas y snacks;OFF
7790040133570;Alfajor Águila minitorta blanca 69 g;Águila;69 g;Golosinas;OFF
7790040133587;Alfajor Águila minitorta clásica 69 g;Águila;69 g;Golosinas;OFF
7790040613706;Alfajor Bon o Bon 40 g;Bon o Bon;40 g;Golosinas;OFF
7790040614000;Alfajor Bon o Bon triple 60 g;Bon o Bon;60 g;Golosinas;OFF
77930057;Alfajor Cachafaz mousse 50 g;Cachafaz;50 g;Golosinas;OFF
7798039910041;Alfajor Capitán del Espacio blanco 40 g;Capitán del Espacio;40 g;Golosinas;OFF
7798039910027;Alfajor Capitán del Espacio negro 40 g;Capitán del Espacio;40 g;Golosinas;OFF
7790040659605;Alfajor Cofler Block 60 g;Cofler;60 g;Golosinas;OFF
7790070416315;Alfajor de arroz Chocoarroz dulce de leche 25 g;Gallo;25 g;Golosinas;OFF
7790380024620;Alfajor Full Maní 45 g;Georgalos;45 g;Golosinas;OFF
77980212;Alfajor Guaymallén blanco de dulce de leche 38 g;Guaymallén;38 g;Golosinas;OFF
77980229;Alfajor Guaymallén de dulce de leche 38 g;Guaymallén;38 g;Golosinas;OFF
77980236;Alfajor Guaymallén de membrillo 38 g;Guaymallén;38 g;Golosinas;OFF
77905758;Alfajor Jorgito blanco 50 g;Jorgito;50 g;Golosinas;OFF
77905741;Alfajor Jorgito de chocolate 55 g;Jorgito;55 g;Golosinas;OFF
77976307;Alfajor Oreo 56 g;Oreo;56 g;Golosinas;OFF
77939234;Alfajor Terrabusi clásico 50 g;Terrabusi;50 g;Golosinas;OFF
7790040116610;Alfajor Tofi negro 46 g;Tofi;46 g;Golosinas;OFF
77980267;Alfajor triple Guaymallén blanco 70 g;Guaymallén;70 g;Golosinas;OFF
77980274;Alfajor triple Guaymallén de chocolate 70 g;Guaymallén;70 g;Golosinas;OFF
77903778;Alfajor triple Milka dulce de leche 70 g;Milka;70 g;Golosinas;OFF
77903792;Alfajor triple Terrabusi 70 g;Terrabusi;70 g;Golosinas;OFF
7798128000493;Alfajores Cachafaz de chocolate blanco 360 g;Cachafaz;360 g;Golosinas;OFF
7798128000462;Alfajores Cachafaz de chocolate negro 720 g;Cachafaz;720 g;Golosinas;OFF
7791875003465;Alfajores Havanna de chocolate blanco 330 g;Havanna;330 g;Golosinas;OFF
7791875000440;Alfajores Havanna de chocolate x 12 (660 g);Havanna;660 g;Golosinas;OFF
7791875006138;Alfajores Havanna de nuez 330 g;Havanna;330 g;Golosinas;OFF
7791875000013;Alfajores Havanna mixtos x 6 (306 g);Havanna;306 g;Golosinas;OFF
77955838;Barra Bon o Bon 35 g;Bon o Bon;35 g;Golosinas;OFF
77961815;Bombón Bon o Bon blanco 15 g;Bon o Bon;15 g;Golosinas;OFF
77907509;Bombón Dos Corazones 26 g;Felfort;26 g;Golosinas;OFF
7790580106959;Bombones Bon o Bon leche x 30 (480 g);Bon o Bon;480 g;Golosinas;OFF
7790580134235;Caramelos duros rellenos frutales Arcor 140 g;Arcor;140 g;Golosinas;OFF
7790380029083;Caramelos Flynn Paff surtidos 503 g;Georgalos;503 g;Golosinas;OFF
7792860009073;Caramelos Palito de la Selva 500 g;Lheritier;500 g;Golosinas;OFF
77969118;Chicles Beldent frutilla 10 g;Beldent;10 g;Golosinas;OFF
77969071;Chicles Beldent menta 10 g;Beldent;10 g;Golosinas;OFF
77959508;Chicles Topline menta 11 g;Topline;11 g;Golosinas;OFF
7790580109882;Chocolate Águila extra fino 60% cacao 150 g;Águila;150 g;Golosinas;OFF
7790580124397;Chocolate amargo 70% Águila 150 g;Águila;150 g;Golosinas;OFF
7790580103538;Chocolate blanco Cofler con Chocolinas 55 g;Cofler;55 g;Golosinas;OFF
7790580131319;Chocolate Cofler 50% cacao 55 g;Cofler;55 g;Golosinas;OFF
7790580103484;Chocolate con leche Cofler 55 g;Cofler;55 g;Golosinas;OFF
77922120;Chocolate con maní Cofler Block 110 g;Cofler;110 g;Golosinas;OFF
7790580105013;Chocolate con maní Cofler Block 170 g;Cofler;170 g;Golosinas;OFF
7790580103743;Chocolate con maní Cofler Block 300 g;Cofler;300 g;Golosinas;OFF
77953124;Chocolate con maní Cofler Block 38 g;Cofler;38 g;Golosinas;OFF
7792360094678;Chocolate Mecano dulce de leche 100 g;Bonafide;100 g;Golosinas;OFF
7790407031013;Chocolate semiamargo Águila 100 g;Águila;100 g;Golosinas;OFF
7791249451656;Chocolate Shot con maní 90 g;Shot;90 g;Golosinas;OFF
7790580106560;Chocolate Tres Placeres 55 g;Cofler;55 g;Golosinas;OFF
77995681;Galletita Rhodesia Terrabusi 22 g;Terrabusi;22 g;Golosinas;OFF
77976291;Galletita Tita Terrabusi 19 g;Terrabusi;19 g;Golosinas;OFF
7790580169312;Gomitas Mogul cerebritos 30 g;Mogul;30 g;Golosinas;OFF
7790580116958;Gomitas Mogul dinos 30 g;Mogul;30 g;Golosinas;OFF
7790580117054;Gomitas Mogul frutales 60 g;Mogul;60 g;Golosinas;OFF
7790580259402;Gomitas Mogul moras 150 g;Mogul;150 g;Golosinas;OFF
7790580200114;Gomitas Mogul tiburoncitos 30 g;Mogul;30 g;Golosinas;OFF
7791249451472;Mantecol 110 g;Mantecol;110 g;Golosinas;OFF
7792360072485;Oblea Nugatón black 27 g;Bonafide;27 g;Golosinas;OFF
7792360072447;Oblea Nugatón chocolate 27 g;Bonafide;27 g;Golosinas;OFF
77940131;Turrón de maní Arcor 25 g;Arcor;25 g;Golosinas;OFF
7790040127135;Budín Águila Black 215 g;Águila;215 g;Panificados;OFF
7793890256543;Magdalenas Bimbo de chocolate con dulce de leche 180 g;Bimbo;180 g;Panificados;OFF
7795735601198;Magdalenas Don Satur con chips de chocolate 200 g;Don Satur;200 g;Panificados;OFF
7793890251081;Pan con salvado Lactal 350 g;Lactal;350 g;Panificados;OFF
7790040127272;Pan dulce con frutas Arcor 400 g;Arcor;400 g;Panificados;OFF
7793890259193;Pan integral Bimbo Cero Cero 350 g;Bimbo;350 g;Panificados;OFF
7793890257946;Pan integral grano entero Fargo 420 g;Fargo;420 g;Panificados;OFF
7796989007620;Pan lactal blanco Bimbo 400 g;Bimbo;400 g;Panificados;OFF
7793890258417;Pan lactal con lino Bimbo 400 g;Bimbo;400 g;Panificados;OFF
7793890258752;Pan lactal familiar Lactal 460 g;Lactal;460 g;Panificados;OFF
7796989075803;Pan lactal integral Bimbo chico 350 g;Bimbo;350 g;Panificados;OFF
7793890259377;Pan lactal integral Fargo 350 g;Fargo;350 g;Panificados;OFF
7793890258820;Pan lacteado Fargo 380 g;Fargo;380 g;Panificados;OFF
7796989009983;Pan Oroweat Whole Grains semillas 600 g;Oroweat;600 g;Panificados;OFF
7796989007699;Pan para hamburguesas Bimbo x 4 (210 g);Bimbo;210 g;Panificados;OFF
7790070622044;Tapa para pascualina hojaldrada La Salteña 400 g;La Salteña;400 g;Panificados;OFF
7798042002559;Tapas para empanadas Ariana 400 g;Ariana;400 g;Panificados;OFF
7790070622013;Tapas para empanadas La Salteña x 12 (330 g);La Salteña;330 g;Panificados;OFF
7793890258264;Tortillas Rapiditas clásicas 275 g;Bimbo;275 g;Panificados;OFF
7793890258288;Tortillas Rapiditas integrales 275 g;Bimbo;275 g;Panificados;OFF
7798142880026;Tostadas de arroz sin sal Cariló 150 g;Cariló;150 g;Panificados;OFF
7790071090316;Tostadas integrales Riera 200 g;Riera;200 g;Panificados;OFF
7790503000326;Tostaditas de arroz sin sal Dos Hermanos 120 g;Dos Hermanos;120 g;Panificados;OFF
7790045823575;Avena instantánea Granix 400 g;Granix;400 g;Cereales y harinas;OFF
7790199603337;Avena instantánea Morixe 600 g;Morixe;600 g;Cereales y harinas;OFF
7792170000647;Avena instantánea Quaker 400 g;Quaker;400 g;Cereales y harinas;OFF
7792170555314;Avena integral extrafina Quaker 470 g;Quaker;470 g;Cereales y harinas;OFF
7792170555352;Avena integral tradicional Quaker 470 g;Quaker;470 g;Cereales y harinas;OFF
7790199603306;Avena tradicional Morixe 300 g;Morixe;300 g;Cereales y harinas;OFF
7793306000401;Cereal Froot Loops 195 g;Kellogg's;195 g;Cereales y harinas;OFF
7790045001034;Cereal Granix Fibra Total con pasas 200 g;Granix;200 g;Cereales y harinas;OFF
7792170555376;Cereal Quaker Honey Nut Oats 190 g;Quaker;190 g;Cereales y harinas;OFF
7790045001584;Copos de maíz Granix 160 g;Granix;160 g;Cereales y harinas;OFF
7790045001591;Copos de maíz Granix tradicionales 400 g;Granix;400 g;Cereales y harinas;OFF
7790045826637;Granola crocante Granix coco y miel 350 g;Granix;350 g;Cereales y harinas;OFF
7790045825746;Granola crocante Granix frutos rojos 350 g;Granix;350 g;Cereales y harinas;OFF
7794000003378;Granola Maizena con arándanos y almendras 250 g;Maizena;250 g;Cereales y harinas;OFF
7790199603856;Harina integral Morixe 1 kg;Morixe;1 kg;Cereales y harinas;OFF
7798031470031;Fideos multicereal con quinoa Wakas 250 g;Wakas;250 g;Sin TACC;OFF
7790070321800;Fideos spaghetti libres de gluten Matarazzo 500 g;Matarazzo;500 g;Sin TACC;OFF
7790070321817;Fideos tirabuzón libres de gluten Matarazzo 500 g;Matarazzo;500 g;Sin TACC;OFF
7790538009516;Galletas de arroz Arrocitas 3 cereales 101 g;Arrocitas;101 g;Sin TACC;OFF
7790538009561;Galletas de arroz Arrocitas con sal, sésamo y lino 101 g;Arrocitas;101 g;Sin TACC;OFF
7790538009578;Galletas de arroz Arrocitas sin sal 101 g;Arrocitas;101 g;Sin TACC;OFF
7790503198696;Galletas de arroz saladas Dos Hermanos 100 g;Dos Hermanos;100 g;Sin TACC;OFF
7790503198689;Galletas de arroz sin sal Dos Hermanos 100 g;Dos Hermanos;100 g;Sin TACC;OFF
